KeyName,English (EN),Brazilian Portuguese (BR),Brazilian HUE (HUE),Russian (RU),Japanese (JP),German (DE),French (FR),Español (ES),Czech (CZ),Korean (KR),Dutch (NL),Italian (IT),Tranditional Chinese (CHT),Simplified Chinese (CHN),"Indonesian
"
TUTORIAL_2_JOY,Hold A to Sprint,Segure A para Correr,Segure A para Correr,Hold A to Sprint,Aを おしつづけて スプリント,Halte A um zu laufen,Maintenez A pour Sprinter,Mantén A para correr,"Drž A pro běh
",달리려면 A를 꾹 누르세요.,Houd A ingedrukt om te Sprinten,Tieni Premuto A per Correre,,按住A进行奔跑,
TUTORIAL_3_KEY,Tap SPACE to Dash,Toque ESPAÇO para Saltar,Toque ESPAÇO para Saltar,Tap SPACE to Dash,SPACEを おして ダッシュ,Tippe LEERTASTE um zu springen,Maintenez ESPACE pour Dash,Toca Espacio para deslizarte,Zmáčkni mezerník pro úder,대쉬하려면 SPACE를 툭 눌러주세요.,Toets SPATIE om te Bestormen,Premi Spazio per Scattare,,按空格进行冲刺,
TUTORIAL_3_JOY,Tap A to Dash,Toque A para Saltar,Toque A para Saltar,Tap A to Dash,Aを おして ダッシュ,Tippe A um zu springen,Appuyez sur A pour Dash,Toca A para deslizarte,Zmáčkni A pro úder,대쉬하려면 A 를 툭 눌러주세요.,Toets A om te Bestormen,Premi A per Scattare,,按A冲刺,
TUTORIAL_4_KEY,HOLD RIGHT MOUSE TO AIM,SEGURE BOTÃO DIREITO PARA MIRAR,SEGURE BOTÃO DIREITO PARA MIRAR,HOLD RIGHT MOUSE TO AIM,みぎ クリックしつづけて エイム,Halte die rechte Maustaste um zu zielen,MAINTENEZ CLIC DROIT POUR VISER,Mantén Click derecho para apuntar ,Drž pravé myšítko pro zaměřování,조준하려면 마우스 오른쪽 버튼을 꾹 누르세요.,HOUD DE RECHTER MUISKNOP INGEDRUKT OM TE RICHTEN,TIENI PREMUTO MOUSE DESTRO PER MIRARE,,按住鼠标右键来瞄准,
TUTORIAL_4_JOY,HOLD LEFT TRIGGER TO AIM,SEGURE GATILHO ESQUERDO PARA MIRAR,SEGURE GATILHO ESQUERDO PARA MIRAR,HOLD LEFT TRIGGER TO AIM,ひだり トリガーを おしつづけて エイム,Halte den rechten Schalter um zu zielen,MAINTENEZ LA GACHETTE GAUCHE POUR VISER,Mantén LT para apuntar,Drž LT pro zaměřování,조준하려면 왼쪽 트리거를 꾹 누르세요.,HOUD DE LINKER MUISKNOP INGEDRUKT OM TE RICHTEN,TIENI PREMUTO LT PER MIRARE,,按住LT键来瞄准,
TUTORIAL_5_KEY,PRESS LEFT MOUSE TO SHOOT,MOUSE ESQUERDO PARA ATIRAR,MOUSE ESQUERDO PARA ATIRAR,PRESS LEFT MOUSE TO SHOOT,ひだり クリックで しゃげき,Drücke die linke Maustaste um zu schießen,CLIC GAUCHE POUR TIRER,Pulsa Click izquierdo para disparar,Zmáčkni levé myšítko pro střelbu,발사하려면 마우스 왼쪽버튼을 누르세요.,DRUK OP DE LINKER MUISKNOP OM TE SCHIETEN,PREMI MOUSE SINISTRO PER SPARARE,,按鼠标左键进行射击,
TUTORIAL_5_JOY,PRESS RIGHT TRIGGER TO SHOOT,GATILHO DIREITO PARA ATIRAR,GATILHO DIREITO PARA ATIRAR,PRESS RIGHT TRIGGER TO SHOOT,みぎ トリガーを おして しゃげき,Drücke den linken Schalter um zu schießen,GACHETTE DROITE POUR TIRER,Pulsa RT para disparar,Zmáčkni RT pro střelbu,발사하려면 오른쪽 트리거를 꾹 누르세요.,DRUK OP DE RECHTER MUISKNOP OM TE SCHIETEN,"PREMI RT PER SPARARE
",,按RT键进行射击,
TUTORIAL_6_KEY,"PRESS ""F"" FOR GRENADE","APERTE ""F"" PARA GRANADA","APERTE ""F"" PARA GRANADA","PRESS ""F"" FOR GRENADE","""F"" を おして グレネード",Drücke F um eine Granate zu werfen,"APPUYEZ SUR ""F"" POUR LANCER UNE GRENADE",Pulsa F para lanzar granada,Zmáčkni F pro hození granátu,그레네이드는 F으로 사용하세요.,"DRUK OP ""F"" VOOR EEN GRANAAT","PREMI ""F"" PER LA GRANATA",,按”F“投掷手榴弹,
TUTORIAL_6_JOY,PRESS LB FOR GRENADE,APERTE LB PARA GRANADA,APERTE LB PARA GRANADA,PRESS LB FOR GRENADE,LBを おして グレネード,Drücke LB um eine Granate zu werfen,APPUYEZ SUR LB POUR LANCER UNE GRENADE,Pulsa LB para lanzar granada,Zmáčni LB pro hození granátu,그레네이드는 LB 으로 사용하세요.,DRUK OP LB VOOR EEN GRANAAT,PREMI LB PER LA GRANATA,,按LB键投掷手榴弹,
TUTORIAL_7_KEY,SHOOT THE CENTER FOR EXTRA DAMAGE,ATIRE NO CENTRO PARA DANO EXTRA,ATIRE NO CENTRO PARA DANO EXTRA,SHOOT THE CENTER FOR EXTRA DAMAGE,ちゅうしんに あてれば だいダメージ,Sei zielgenau für Extraschaden,TIREZ DANS LE MILLE POUR PLUS DE DEGATS,Dispara al centro para hacer daño extra,Sřílej přesně pro extra poškození,추가 피해를 입히려면 중앙을 쏘세요.,SCHIET IN HET MIDDEN VOOR EXTRA SCHADE,SPARA AL CENTRO PER DANNI EXTRA,,射击目标中部可产生额外伤害,
TUTORIAL_7_JOY,SHOOT THE CENTER FOR EXTRA DAMAGE,ATIRE NO CENTRO PARA DANO EXTRA,ATIRE NO CENTRO PARA DANO EXTRA,SHOOT THE CENTER FOR EXTRA DAMAGE,ちゅうしんに あてれば だいダメージ,Sei zielgenau für Extraschaden,TIREZ DANS LE MILLE POUR PLUS DE DEGATS,Dispara al centro para hacer daño extra,Střílej přesně pro extra poškození,추가 피해를 입히려면 중앙을 쏘세요.,SCHIET IN HET MIDDEN VOOR EXTRA SCHADE,SPARA AL CENTRO PER DANNI EXTRA,,射击目标中部可产生额外伤害,
TUTORIAL_8_KEY,WEAPONS USE 3 DIFFERENT AMMO TYPES,ARMAS USAM 3 TIPOS DE MUNIÇÃO DIFERENTES,ARMAS USAM 3 TIPOS DE MUNIÇÃO DIFERENTES,WEAPONS USE 3 DIFFERENT AMMO TYPES,ぶきの たまは 3しゅるいある,Waffen benötigen 3 unterschiedliche Munitionstypen,LES ARMES UTILISENT 3 TYPES DIFFERENTS DE MUNITIONS,Las armas utilizan 3 tipos de munición,Zbraně používají tři odlišné druhy munice,무기들은 3가지 다른 탄 종류를 사용합니다.,WAPENS GEBRUIKEN 3 VERSCHILLENDE MUNITIETYPES,LE ARMI USANO 3 DIFFERENTI TIPI DI MUNIZIONI,,武器使用三种不同类型的弹药,
TUTORIAL_8_JOY,WEAPONS USE 3 DIFFERENT AMMO TYPES,ARMAS USAM 3 TIPOS DE MUNIÇÃO DIFERENTES,ARMAS USAM 3 TIPOS DE MUNIÇÃO DIFERENTES,WEAPONS USE 3 DIFFERENT AMMO TYPES,ぶきの たまは 3しゅるいある,Waffen benötigen 3 unterschiedliche Munitionstypen,LES ARMES UTILISENT 3 TYPES DIFFERENTS DE MUNITIONS,Las armas utilizan 3 tipos de munición,Zbraně používají tři odlišné druhy munice,무기들은 3가지 다른 탄 종류를 사용합니다,WAPENS GEBRUIKEN 3 VERSCHILLENDE MUNITIETYPES,LE ARMI USANO 3 DIFFERENTI TIPI DI MUNIZIONI,,武器使用三种不同类型的弹药,
TUTORIAL_9_KEY,"PRESS ""TAB"" OR ""MOUSE WHEEL"" TO SWAP WEAPONS","RODA DO MOUSE OU ""TAB"" PARA TROCAR ARMA","RODA DO MOUSE OU ""TAB"" PARA TROCAR ARMA","PRESS ""TAB"" OR ""MOUSE WHEEL"" TO SWAP WEAPONS","""TAB"" か ""マウスホイール"" で ぶきを きりかえる",Mausrad oder Tab um Waffe zu wählen,"APPUYEZ SUR ""TAB"" OU UTILISEZ LA MOLETTE DE LA SOURIS POUR CHANGER D'ARME",Pulsa TAB o la rueda del ratón para cambiar de arma,"Zmáčkni TAB, nebo otoč kolečkem myši pro změnu zbraně","무기를 교체하려면  ""TAB""이나 ""마우스 휠""을 사용하세요.","DRUK OP ""TAB"" OF ""SCROLLWIEL"" OM VAN WAPENS TE WISSELEN","PREMI ""TAB"" O ""ROTELLA MOUSE"" PER CAMBIARE ARMI",,"按""TAB""或“鼠标滚轮”切换武器",
TUTORIAL_9_JOY,PRESS Y TO SWAP WEAPONS,APERTE Y PARA TROCAR ARMA,APERTE Y PARA TROCAR ARMA,PRESS Y TO SWAP WEAPONS,Yを おして ぶきを こうかん,Drücke Y um Waffe zu wählen,APPUYEZ SUR Y POUR CHANGER D'ARME,Pulsa Y para cambiar de arma,Zmáčkni Y pro změnu zbraně,무기를 교체하려면 Y 를 사용하세요.,DRUK OP Y OM VAN WAPENS TE WISSELEN,PREMI Y PER CAMBIARE ARMI,,按Y切换武器,
TUTORIAL_10_KEY,"PRESS ""R"" TO RELOAD","APERTE ""R"" PARA RECARREGAR","APERTE ""R"" PARA RECARREGAR","PRESS ""R"" TO RELOAD","""R"" を おして リロード",Drücke R um neu zu laden,"APPUYEZ SUR ""R"" POUR RECHARGER",Pulsa R para recargar,Zmáčni R pro přebití,"재장전 하려면 ""R""을","DRUK OP ""R"" OM TE HERLADEN","PREMI ""R"" PER RICARICARE",,按“R”重装弹药,
TUTORIAL_10_JOY,PRESS X TO RELOAD,APERTE X PARA RECARREGAR,APERTE X PARA RECARREGAR,PRESS X TO RELOAD,Xを おして リロード,Drücke X um neu zu laden,APPUYEZ SUR X POUR RECHARGER,Pulsa X para recargar,Zmáčkni X pro přebití,재장전 하려면 X 를,DRUK OP X OM TE HERLADEN,PREMI X PER RICARICARE,,按X重装弹药,
TUTORIAL_11_KEY,"PRESS MID MOUSE OR ""V"" FOR MELEE ATTACK","MOUSE DO MEIO OU ""V"" PARA ATAQUE CORPO-A-CORPO","MAUSE DO MEIO OU ""V"" P SAIR NO TAPA","PRESS MID MOUSE OR ""V"" FOR MELEE ATTACK","ホイールボタンか ""V"" を おして かくとう こうげき","Mittlere Maustaste oder ""V"" für Nahkampf","APPUYEZ SUR LA MOLETTE OU ""V"" POUR UNE ATTAQUE AU CORPS A CORPS",Pulsa el Botón central del ratón o V para ataque cuerpo a cuerpo,"Zmáčni kolečko myši, nebo V pro útok zblízka","마우스 중간버튼을 누르거나 ""V""로 근접 공격을 하세요.","DRUK OP DE MIDDELSTE MUISKNOP OF OP ""V"" VOOR EEN MELEE-AANVAL","PREMI PULSANTE CENTRALE DEL MOUSE O ""V"" PER ATTACCO DI MISCHIA",,按鼠标中键或“V”进行近身攻击,
TUTORIAL_11_JOY,PRESS B FOR MELEE ATTACK,APERTE B PARA ATAQUE CORPO-A-CORPO,APERTE B P SAIR NO TAPA,PRESS B FOR MELEE ATTACK,Bを おして かくとうこうげき,Drücke B für Nahkampf,APPUYEZ SUR B POUR UNE ATTAQUE AU CORPS A CORPS,Pulsa B para ataque cuerpo a cuerpo,Zmáčni B pro útok zblízka,B 로 근접 공격을 하세요.,DRUK OP B VOOR EEN MELEE-AANVAL,PREMI B PER ATTACCO DI MISCHIA,,按B进行近身攻击,
